"Antragssteller_ID","Kredit_Zeitspanne","Antragssteller_Kredit_Historie","Kredit_Nutzung","Kredit_Höhe","Antragssteller_Beschäftigt_Seit","Antragssteller_Teilzahlungshöhe","Antragssteller_Geschlecht_Familienstand","Kredit_Zusätzliche_Antragssteller","Antragssteller_Letzter_Wohnwechsel","Antragssteller_Eigentum","Antragssteller_Alter","Antragssteller_Weitere_Ratenzahlungen","Antragssteller_Wohnverhältnis","Antragssteller_Anzahl_Kredite","Antragssteller_Job","Antragssteller_Anzahl_Personen_Vormund","Antragssteller_Telefon","Antragssteller_Ausländisch","Kredit_Score"
685,36,"delay in paying off in the past","business",9857,"4 to 7 years",1,"male (single)","none",3,"building society savings agreement/ life insurance",31,"none","own",2,"unskilled - resident",2,"yes, registered under the customers name",NA,"good"
686,60,"existing credits paid back duly till now","car (new)",6527,"1 to 4 years",4,"male (single)","none",4,"unknown / no property",34,"none","for free",1,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
687,10,"critical account/ other credits existing (not at this bank)","radio/television",1347,"4 to 7 years",4,"male (single)","none",2,"building society savings agreement/ life insurance",27,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
688,36,"delay in paying off in the past","car (new)",2862,"more than 7 years",4,"male (single)","none",3,"unknown / no property",30,"none","for free",1,"skilled employee / official",1,"none",NA,"good"
689,9,"existing credits paid back duly till now","radio/television",2753,"more than 7 years",3,"male (single)","co-Applicant",4,"car or other",35,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
690,12,"existing credits paid back duly till now","car (new)",3651,"1 to 4 years",1,"male (single)","none",3,"building society savings agreement/ life insurance",31,"none","own",1,"skilled employee / official",2,"none",NA,"good"
691,15,"critical account/ other credits existing (not at this bank)","furniture/equipment",975,"1 to 4 years",2,"male (divorced/separated)","none",3,"building society savings agreement/ life insurance",25,"none","own",2,"skilled employee / official",1,"none",NA,"good"
692,15,"existing credits paid back duly till now","repairs",2631,"1 to 4 years",3,"female (divorced/separated/married)","none",2,"real estate",25,"none","own",1,"unskilled - resident",1,"none","Yes","good"
693,24,"existing credits paid back duly till now","radio/television",2896,"less than 1 year",2,"male (single)","none",1,"car or other",29,"none","own",1,"skilled employee / official",1,"none",NA,"good"
694,6,"critical account/ other credits existing (not at this bank)","car (new)",4716,"less than 1 year",1,"male (single)","none",3,"real estate",44,"none","own",2,"unskilled - resident",2,"none",NA,"good"
695,24,"existing credits paid back duly till now","radio/television",2284,"4 to 7 years",4,"male (single)","none",2,"car or other",28,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
696,6,"existing credits paid back duly till now","car (used)",1236,"1 to 4 years",2,"male (single)","none",4,"building society savings agreement/ life insurance",50,"none","rent",1,"skilled employee / official",1,"none",NA,"good"
697,12,"existing credits paid back duly till now","radio/television",1103,"4 to 7 years",4,"male (single)","guarantor",3,"real estate",29,"none","own",2,"skilled employee / official",1,"none",NA,"good"
698,12,"critical account/ other credits existing (not at this bank)","car (new)",926,"Unemployed",1,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",38,"none","own",1,"unemployed / unskilled - non-resident",1,"none",NA,"good"
699,18,"critical account/ other credits existing (not at this bank)","radio/television",1800,"1 to 4 years",4,"male (single)","none",2,"car or other",24,"none","own",2,"skilled employee / official",1,"none",NA,"good"
700,15,"existing credits paid back duly till now","education",1905,"more than 7 years",4,"male (single)","none",4,"car or other",40,"none","rent",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","good"
701,12,"existing credits paid back duly till now","furniture/equipment",1123,"1 to 4 years",4,"female (divorced/separated/married)","none",4,"car or other",29,"none","rent",1,"unskilled - resident",1,"none","Yes","bad"
702,48,"critical account/ other credits existing (not at this bank)","car (used)",6331,"more than 7 years",4,"male (single)","none",4,"unknown / no property",46,"none","for free",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
703,24,"existing credits paid back duly till now","radio/television",1377,"more than 7 years",4,"female (divorced/separated/married)","none",2,"unknown / no property",47,"none","for free",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
704,30,"delay in paying off in the past","business",2503,"more than 7 years",4,"male (single)","none",2,"building society savings agreement/ life insurance",41,"stores","own",2,"skilled employee / official",1,"none",NA,"good"
705,27,"existing credits paid back duly till now","business",2528,"less than 1 year",4,"female (divorced/separated/married)","none",1,"building society savings agreement/ life insurance",32,"none","own",1,"skilled employee / official",2,"yes, registered under the customers name","Yes","good"
706,15,"existing credits paid back duly till now","car (new)",5324,"more than 7 years",1,"female (divorced/separated/married)","none",4,"unknown / no property",35,"none","for free",1,"skilled employee / official",1,"none",NA,"good"
707,48,"existing credits paid back duly till now","car (new)",6560,"4 to 7 years",3,"male (single)","none",2,"building society savings agreement/ life insurance",24,"none","own",1,"skilled employee / official",1,"none",NA,"bad"
708,12,"no credits taken / all credits paid back duly","furniture/equipment",2969,"less than 1 year",4,"female (divorced/separated/married)","none",3,"building society savings agreement/ life insurance",25,"none","rent",2,"skilled employee / official",1,"none",NA,"bad"
709,9,"existing credits paid back duly till now","radio/television",1206,"more than 7 years",4,"female (divorced/separated/married)","none",4,"real estate",25,"none","own",1,"skilled employee / official",1,"none",NA,"good"
710,9,"existing credits paid back duly till now","radio/television",2118,"1 to 4 years",2,"male (single)","none",2,"real estate",37,"none","own",1,"unskilled - resident",2,"none","Yes","good"
711,18,"critical account/ other credits existing (not at this bank)","radio/television",629,"more than 7 years",4,"male (single)","none",3,"building society savings agreement/ life insurance",32,"bank","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
712,6,"all credits at this bank paid back duly","education",1198,"more than 7 years",4,"female (divorced/separated/married)","none",4,"unknown / no property",35,"none","for free",1,"skilled employee / official",1,"none","Yes","bad"
713,21,"existing credits paid back duly till now","car (used)",2476,"more than 7 years",4,"male (single)","none",4,"real estate",46,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
714,9,"critical account/ other credits existing (not at this bank)","radio/television",1138,"1 to 4 years",4,"male (single)","none",4,"real estate",25,"none","own",2,"unskilled - resident",1,"none","Yes","good"
715,60,"existing credits paid back duly till now","car (new)",14027,"4 to 7 years",4,"male (single)","none",2,"unknown / no property",27,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
716,30,"critical account/ other credits existing (not at this bank)","car (used)",7596,"more than 7 years",1,"male (single)","none",4,"car or other",63,"none","own",2,"skilled employee / official",1,"none",NA,"good"
717,30,"critical account/ other credits existing (not at this bank)","radio/television",3077,"more than 7 years",3,"male (single)","none",2,"car or other",40,"none","own",2,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
718,18,"existing credits paid back duly till now","radio/television",1505,"1 to 4 years",4,"male (single)","none",2,"unknown / no property",32,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
719,24,"critical account/ other credits existing (not at this bank)","radio/television",3148,"1 to 4 years",3,"male (single)","none",2,"car or other",31,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
720,20,"no credits taken / all credits paid back duly","car (used)",6148,"more than 7 years",3,"male (married/widowed)","none",4,"car or other",31,"bank","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
721,9,"no credits taken / all credits paid back duly","radio/television",1337,"less than 1 year",4,"male (single)","none",2,"car or other",34,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
722,6,"all credits at this bank paid back duly","education",433,"less than 1 year",4,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",24,"bank","rent",1,"skilled employee / official",2,"none",NA,"bad"
723,12,"existing credits paid back duly till now","car (new)",1228,"1 to 4 years",4,"female (divorced/separated/married)","none",2,"real estate",24,"none","own",1,"unskilled - resident",1,"none","Yes","bad"
724,9,"existing credits paid back duly till now","radio/television",790,"1 to 4 years",4,"female (divorced/separated/married)","none",3,"real estate",66,"none","own",1,"unskilled - resident",1,"none","Yes","good"
725,27,"existing credits paid back duly till now","car (new)",2570,"1 to 4 years",3,"female (divorced/separated/married)","none",3,"real estate",21,"none","rent",1,"skilled employee / official",1,"none",NA,"bad"
726,6,"critical account/ other credits existing (not at this bank)","car (new)",250,"1 to 4 years",2,"female (divorced/separated/married)","none",2,"real estate",41,"bank","own",2,"unskilled - resident",1,"none",NA,"good"
727,15,"critical account/ other credits existing (not at this bank)","radio/television",1316,"1 to 4 years",2,"male (married/widowed)","none",2,"building society savings agreement/ life insurance",47,"none","own",2,"unskilled - resident",1,"none","Yes","good"
